customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
736,Sansone,Eastcourt,M,41,24-05-74,Help Desk Operator,,High Net Worth,N,No,8,48
737,Sisely,Oppy,F,75,11-07-83,Systems Administrator III,,Mass Customer,N,No,16,39
738,Bunnie,Whines,F,51,08-12-84,,Argiculture,Mass Customer,N,Yes,9,38
739,Arnie,Zorn,M,36,13-12-64,Senior Editor,Manufacturing,Mass Customer,N,No,8,58
740,Farr,Butterick,M,9,18-08-94,,Financial Services,Affluent Customer,N,No,6,28
741,Cristionna,Mapes,F,16,15-02-79,,,Mass Customer,N,No,11,44
742,Dexter,Robelin,M,55,24-04-66,Senior Developer,Manufacturing,Mass Customer,N,No,15,56
743,Pattin,Morican,M,89,06-04-81,VP Accounting,Financial Services,Mass Customer,N,Yes,13,42
744,Heinrik,,M,54,30-08-77,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,45
745,Dotty,Maylott,F,84,22-03-78,,Manufacturing,Mass Customer,N,Yes,13,45
746,Aldo,Waistall,M,47,29-07-64,Business Systems Development Analyst,,Affluent Customer,N,Yes,17,58
747,Eula,Bruni,F,91,24-04-78,Database Administrator II,,Mass Customer,N,No,7,44
748,Linet,Postill,F,51,21-04-81,VP Marketing,Financial Services,High Net Worth,N,No,7,41
749,Andreas,Cosin,M,47,01-08-72,Environmental Specialist,Argiculture,Mass Customer,N,No,19,50
750,Izaak,Gisborne,M,42,08-04-95,Analyst Programmer,Retail,Affluent Customer,N,Yes,7,28
751,Amie,Dufty,F,41,31-10-01,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1,21
752,Kalil,Palombi,M,13,27-06-61,Speech Pathologist,Financial Services,High Net Worth,N,No,12,61
753,Josy,St. Quentin,F,82,07-03-70,Food Chemist,Health,Affluent Customer,Y,Yes,6,53
754,Patsy,Beefon,F,15,28-07-79,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,43
755,Baily,Imison,M,31,13-07-93,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,29
756,Carin,Lauthian,F,65,25-09-74,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16,48
757,Kinsley,Klimus,M,91,13-05-77,Environmental Tech,Financial Services,Mass Customer,N,No,18,45
758,Teena,Birrel,F,99,07-04-67,,Manufacturing,High Net Worth,N,Yes,11,56
759,Mitchel,Schimek,M,89,18-04-63,Clinical Specialist,Health,High Net Worth,N,No,13,59
760,Shamus,Fyndon,M,46,02-03-78,Assistant Professor,,Mass Customer,N,Yes,18,45
761,Vaughan,McCromley,M,12,27-11-77,Media Manager II,Health,Affluent Customer,N,Yes,4,45
762,Kerwin,Jossel,M,91,06-03-80,Environmental Specialist,,Mass Customer,N,Yes,22,43
763,Benita,Cuffley,F,95,05-11-87,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12,35
764,Samuel,Stiff,M,40,16-03-77,Environmental Tech,Financial Services,Mass Customer,N,Yes,22,46
765,Valeria,Chazette,F,50,31-08-84,,Retail,Affluent Customer,N,No,16,38
766,Nonna,Hun,F,16,22-04-75,,Retail,Mass Customer,N,Yes,14,47
767,Gustav,Kos,M,70,16-12-55,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11,67
768,Alexia,Wolford,F,5,14-01-74,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21,49
769,Cameron,Letherbury,M,65,28-12-61,Analog Circuit Design manager,IT,Mass Customer,N,No,12,61
770,Zara,Maccaddie,F,10,05-02-84,Software Consultant,IT,High Net Worth,N,Yes,13,39
771,Lammond,MacGeffen,M,12,12-03-64,,,Affluent Customer,N,Yes,8,59
772,Lorianna,Vidyapin,F,12,26-12-98,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4,24
773,Robbie,Handaside,M,77,12-02-85,,Financial Services,Affluent Customer,N,Yes,20,38
774,Phelia,Perotti,F,79,27-11-98,Operator,Manufacturing,High Net Worth,N,No,1,24
775,Nikita,Kilby,M,66,21-09-82,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4,40
776,Stanley,Seven,M,30,24-09-80,Financial Analyst,Financial Services,High Net Worth,N,No,20,42
777,Wolfgang,Tarrier,M,2,09-01-93,Paralegal,Financial Services,High Net Worth,N,No,4,30
778,Stacy,Pozzi,M,24,17-11-76,Assistant Professor,Manufacturing,High Net Worth,N,No,13,46
779,Maddy,Larrat,F,1,10-02-92,Staff Accountant III,Health,High Net Worth,N,No,7,31
780,Kim,,F,24,12-10-73,Professor,Financial Services,Mass Customer,N,No,20,49
781,Elvis,O'Leagham,M,80,15-11-58,Legal Assistant,Manufacturing,Mass Customer,N,No,17,64
782,Bevvy,Siegertsz,F,30,29-08-76,Geological Engineer,Manufacturing,Mass Customer,N,No,17,46
783,Rudd,Strangeways,M,6,25-07-85,Information Systems Manager,Retail,Affluent Customer,N,No,14,37
784,Frederik,Duckett,M,10,24-01-77,Accounting Assistant III,IT,High Net Worth,N,Yes,22,46
785,Anthea,Guesford,F,48,26-08-79,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18,43
786,Francklin,Ubanks,M,34,14-02-85,,Financial Services,Affluent Customer,N,No,16,38
787,Norma,Batrim,F,29,15-12-96,,Retail,Affluent Customer,N,Yes,2,26
788,Gregg,Townsend,M,62,01-07-64,Social Worker,Health,Mass Customer,N,No,11,58
789,Gabrielle,Giraudot,F,69,28-04-78,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14,44
790,Yvonne,,F,22,24-03-68,Senior Editor,,Affluent Customer,N,No,15,55
791,Tootsie,Hurt,F,3,29-09-68,Professor,Manufacturing,Mass Customer,N,Yes,14,54
792,Mitch,Rains,M,10,19-11-75,Structural Engineer,,High Net Worth,N,Yes,4,47
793,Kissie,Delong,F,97,30-01-89,Actuary,Financial Services,High Net Worth,N,Yes,9,34
794,Scott,Ommundsen,M,99,12-05-55,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16,67
795,Cassy,Awdry,F,35,20-08-73,Environmental Tech,Financial Services,High Net Worth,N,No,18,49
796,Ira,Lamlin,F,8,27-05-97,Financial Analyst,Financial Services,Mass Customer,N,No,2,25
797,Meridel,Rawet,F,51,20-10-73,Internal Auditor,Financial Services,Mass Customer,N,No,19,49
798,Dorita,Blackburne,F,22,20-05-88,Teacher,Financial Services,High Net Worth,N,No,5,34
800,Quint,Popov,M,68,31-12-78,Account Coordinator,Manufacturing,Mass Customer,N,No,8,44
801,Bertram,Linn,M,28,08-10-80,Geologist IV,,Affluent Customer,N,No,20,42
802,Ailyn,Carberry,F,50,20-02-86,Financial Analyst,Financial Services,Mass Customer,N,No,3,37
803,Nina,Murcutt,F,96,11-11-99,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3,23
804,Henrietta,Seater,F,98,17-06-99,Technical Writer,,High Net Worth,N,Yes,1,23
805,Jorrie,Hanhardt,F,48,19-04-60,Electrical Engineer,Manufacturing,Mass Customer,N,No,10,62
806,Carter,Kaesmakers,M,66,28-07-92,Sales Representative,Retail,Mass Customer,N,Yes,7,30
807,Lorne,Quested,F,48,25-11-80,Safety Technician I,,Affluent Customer,N,No,16,42
808,Nigel,Phippard,M,21,21-11-79,Social Worker,Health,High Net Worth,N,Yes,17,43
809,Nevsa,Washtell,F,83,23-10-77,Biostatistician III,Health,Mass Customer,N,No,18,45
810,Fawnia,Bartrum,F,24,04-04-98,Software Test Engineer IV,Health,Mass Customer,N,Yes,1,25
811,Ive,Chapelhow,M,6,13-01-84,Nurse Practicioner,,Mass Customer,N,No,8,39
812,Coral,Dunkirk,F,1,22-09-89,,Financial Services,Mass Customer,N,No,16,33
813,Lisette,Nesbit,F,12,21-03-62,Account Representative III,Health,Mass Customer,N,No,14,61
814,Raffarty,Giacomoni,M,60,23-12-59,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,14,63
815,Caryn,Sampey,F,47,06-07-74,,Manufacturing,Mass Customer,N,Yes,22,48
816,Donni,Boor,F,71,10-01-57,Product Engineer,Manufacturing,Mass Customer,N,No,15,66
817,Niel,Abilowitz,M,38,08-04-92,Editor,Financial Services,Mass Customer,N,Yes,6,31
818,Beverie,Bosanko,F,17,21-12-73,Chemical Engineer,Manufacturing,Mass Customer,N,No,11,49
819,Temp,Thebeau,M,7,17-07-75,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5,47
820,Cecilia,Chipchase,F,12,06-01-77,,Financial Services,High Net Worth,N,No,16,46
821,Gregoor,Aronovitz,M,41,24-07-81,Financial Analyst,Financial Services,Mass Customer,N,Yes,7,41
822,Ardis,Tomlett,F,67,23-10-74,Sales Associate,Health,High Net Worth,N,No,17,48
823,Stesha,Morecombe,F,91,17-02-90,Internal Auditor,Manufacturing,Affluent Customer,N,No,9,33
824,Fleurette,Whardley,F,97,27-02-77,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12,46
825,Willis,Whyler,M,17,15-08-75,Computer Systems Analyst IV,,Affluent Customer,N,Yes,16,47
826,Marc,Waddilove,M,92,25-12-98,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1,24
827,Phillis,Rudwell,F,90,07-05-96,,Health,Affluent Customer,N,No,5,26
828,Darda,Kernocke,F,93,14-12-57,,Health,Mass Customer,N,Yes,20,65
829,Byran,Goodfield,M,84,22-01-01,Environmental Tech,Financial Services,High Net Worth,N,Yes,2,22
830,Jayson,Chilcott,M,58,31-05-81,VP Quality Control,Manufacturing,Affluent Customer,N,No,6,41
831,Teddy,Keijser,M,4,20-04-73,Paralegal,Financial Services,Affluent Customer,N,No,11,49
832,Shaun,Murphey,M,30,30-11-77,Research Assistant IV,Retail,Mass Customer,N,No,14,45
833,Wadsworth,Hubane,M,9,03-10-95,Safety Technician II,,High Net Worth,N,Yes,4,27
834,Rudolf,Brandes,M,37,07-04-73,Environmental Tech,Financial Services,Mass Customer,N,No,3,50
835,Zachary,Matyukon,M,85,22-04-68,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9,54
836,Clemence,Vautre,F,33,02-04-90,Actuary,Financial Services,Mass Customer,N,Yes,9,33
837,Derick,Fasler,M,4,11-01-57,Internal Auditor,,Mass Customer,N,Yes,13,66
838,Hayden,Heersema,M,27,03-02-71,Financial Advisor,Financial Services,High Net Worth,N,No,15,52
840,Chas,Carabet,M,94,20-06-64,VP Sales,Financial Services,Affluent Customer,N,Yes,19,58
841,Hanan,McGreay,M,93,22-09-66,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8,56
842,Mahmud,Dobbson,M,59,16-08-99,Compensation Analyst,Financial Services,High Net Worth,N,No,2,23
843,Salomone,Sleford,M,80,05-09-89,Developer II,Manufacturing,Affluent Customer,N,Yes,9,33
844,Tome,Tyt,M,13,13-01-78,Nurse Practicioner,Financial Services,High Net Worth,N,No,9,45
845,Koressa,Maris,F,51,24-12-73,Associate Professor,Manufacturing,Mass Customer,N,No,3,49
846,Alvan,Rebichon,M,60,25-03-54,Geologist I,Manufacturing,Affluent Customer,N,No,17,69
847,Kelci,Morrison,F,66,26-05-91,Chief Design Engineer,Retail,High Net Worth,N,No,9,31
848,Lannie,Chat,M,79,25-06-79,VP Product Management,Manufacturing,Mass Customer,N,No,13,43
849,Sylvan,Capper,M,72,15-09-69,Librarian,Entertainment,Mass Customer,N,No,10,53
850,Nevin,Hanfrey,M,79,24-09-00,Clinical Specialist,Health,Mass Customer,N,No,1,22
851,Cammi,Tesmond,F,19,30-12-87,Project Manager,,Affluent Customer,N,Yes,2,35
852,Andie,Bonney,F,37,04-11-00,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2,22
853,Nolana,Rotter,F,26,04-10-81,Media Manager I,Retail,Mass Customer,N,Yes,16,41
854,Charisse,Thoresby,F,35,24-10-00,Marketing Manager,,Affluent Customer,N,No,2,22
855,Bennie,Llywarch,F,74,26-10-74,General Manager,Retail,High Net Worth,N,Yes,16,48
856,Peyton,Monkeman,M,63,01-10-88,Quality Engineer,Financial Services,Mass Customer,N,Yes,9,34
857,Theo,,F,15,14-08-64,General Manager,,High Net Worth,N,No,4,58
858,Barby,Charlwood,F,79,02-06-80,Internal Auditor,Financial Services,High Net Worth,N,Yes,9,42
859,Devinne,Tommeo,F,53,02-08-78,Geologist I,Financial Services,Affluent Customer,N,Yes,7,44
860,Ida,,F,80,12-08-80,,,High Net Worth,N,Yes,7,42
861,Rebekah,Dmych,F,73,24-05-77,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17,45
862,Worden,Fossitt,M,83,27-12-77,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16,45
863,Kessiah,Logg,F,19,10-09-61,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5,61
864,Regen,Nares,M,6,06-03-70,,Retail,High Net Worth,N,Yes,4,53
865,Germain,De la Harpe,F,73,12-04-65,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19,58
866,Stanislaus,Gottelier,M,28,05-01-73,Associate Professor,,Affluent Customer,N,Yes,14,50
867,Lura,MacKim,F,12,10-05-73,VP Marketing,,Mass Customer,N,No,17,49
868,Effie,Duddy,F,84,18-07-79,VP Accounting,Financial Services,Mass Customer,N,Yes,11,43
869,Addia,Abels,F,7,11-03-84,Account Representative I,Financial Services,High Net Worth,N,Yes,10,39
870,Hugh,Wilce,M,63,29-01-64,Pharmacist,Health,Mass Customer,N,No,6,59
871,Janka,Yesinin,F,40,20-01-92,,,Mass Customer,N,Yes,5,31
872,Suki,Ivachyov,F,47,28-04-71,Structural Engineer,IT,Mass Customer,N,No,13,51
873,Worthington,Penwarden,M,37,23-12-59,Occupational Therapist,Health,Affluent Customer,N,Yes,20,63
874,Howard,Oseland,M,78,05-05-01,,Health,Mass Customer,N,Yes,1,21
875,Caryl,Linnett,M,34,23-02-99,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2,24
876,Neil,Jencey,M,44,06-10-68,Physical Therapy Assistant,IT,High Net Worth,N,No,19,54
877,Didi,Milne,F,92,13-05-88,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3,34
878,Clarence,Silby,M,31,01-11-82,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,9,40
879,Hestia,Smetoun,F,58,02-08-78,,,Mass Customer,N,No,12,44
880,Neely,Lundon,F,11,31-12-63,Internal Auditor,,High Net Worth,N,Yes,10,59
881,Carmella,O' Lone,F,82,07-05-80,Information Systems Manager,,High Net Worth,N,No,15,42
882,Esmaria,Lythgoe,F,59,29-09-65,,Property,Mass Customer,N,Yes,11,57
884,Pepito,Lamming,M,11,30-01-78,Web Designer IV,Property,Mass Customer,N,No,17,45
885,Yancey,Wivell,M,20,11-11-66,Statistician IV,Financial Services,Mass Customer,N,No,18,56
886,Dawna,McCullen,F,53,15-11-74,Accounting Assistant III,Health,Mass Customer,N,No,11,48
887,Patrizius,Hardinge,M,55,17-11-97,,Manufacturing,High Net Worth,N,No,1,25
888,Chickie,Gulleford,F,62,10-11-63,Accountant IV,Manufacturing,Mass Customer,N,No,10,59
889,Ezequiel,Coggeshall,M,46,19-02-67,Sales Representative,Retail,Affluent Customer,N,Yes,10,56
890,Tony,Cordsen,F,55,01-02-74,Dental Hygienist,Health,Mass Customer,N,Yes,15,49
891,Talbot,Andrioni,M,21,06-08-81,Occupational Therapist,Health,High Net Worth,N,Yes,9,41
893,Gibby,Fearnley,M,97,11-09-83,Geologist I,IT,Mass Customer,N,No,16,39
894,Catie,Kibbey,F,13,18-12-70,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9,52
895,Juli,Curness,F,58,03-09-66,,,Mass Customer,N,Yes,12,56
896,Idell,Belderson,F,25,10-06-78,VP Sales,,Mass Customer,N,No,15,44
897,Pris,Fance,F,25,11-01-69,Account Executive,Manufacturing,Mass Customer,N,No,11,54
898,Reyna,Braizier,F,53,28-08-77,General Manager,Financial Services,Affluent Customer,N,No,16,45
899,Teodora,Lawling,F,42,05-08-63,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12,59
900,Clevey,Ivamy,M,48,07-08-90,Associate Professor,Manufacturing,Mass Customer,N,Yes,5,32
901,Letta,McCarter,F,13,27-04-75,,Retail,Mass Customer,N,Yes,16,47
902,Selene,Vasiltsov,F,37,26-07-89,Staff Scientist,Retail,Mass Customer,N,No,18,33
903,Hewe,Lidgley,M,46,03-07-61,,Financial Services,Mass Customer,N,No,14,61
904,Kariotta,Ludman,F,51,06-05-74,Database Administrator II,,High Net Worth,N,Yes,11,48
905,Dorian,Drinkel,F,41,11-02-78,Safety Technician II,Manufacturing,Affluent Customer,N,No,12,45
906,Cammy,Marcroft,M,73,30-12-98,Financial Analyst,Financial Services,High Net Worth,N,Yes,3,24
907,Eamon,McWhin,M,51,25-12-78,Sales Associate,Property,High Net Worth,N,Yes,17,44
908,Carry,Tomlett,F,86,28-08-80,,Financial Services,Affluent Customer,N,Yes,17,42
909,Suzette,Surgison,F,77,04-01-60,Operator,,High Net Worth,N,Yes,8,63
910,Lewes,Foulcher,M,50,26-04-86,Biostatistician I,Financial Services,Mass Customer,N,No,14,36
911,Marcellus,Shawcroft,M,62,13-10-74,Structural Analysis Engineer,Property,Affluent Customer,N,No,3,48
912,Vince,Dalmon,M,37,19-07-68,Sales Representative,Retail,Mass Customer,N,Yes,19,54
913,Dayle,Spearman,F,67,28-10-00,,Financial Services,Mass Customer,N,No,1,22
914,Marc,Egleton,M,73,16-06-99,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2,23
915,Austina,Orrice,F,17,07-09-84,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7,38
916,Joycelin,,F,18,18-06-91,Recruiter,,Affluent Customer,N,No,8,31
917,Odo,MacKaig,M,63,06-05-64,VP Product Management,Financial Services,Mass Customer,N,No,19,58
918,Mahmud,Chiles,M,73,26-02-75,Internal Auditor,Health,High Net Worth,N,No,13,48
919,Grove,Peltzer,M,48,17-07-87,Registered Nurse,Health,Mass Customer,N,Yes,13,35
920,Stefano,Thornborrow,M,89,19-01-76,Software Test Engineer IV,Health,Mass Customer,N,Yes,19,47
921,Gretchen,Seneschal,F,77,19-12-79,Help Desk Technician,Manufacturing,Mass Customer,N,No,7,43
922,Bekki,Ralston,F,52,10-10-72,Operator,Financial Services,Mass Customer,N,No,19,50
923,Garrek,Grimwade,M,44,26-06-77,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19,45
924,Clementius,Hambric,M,33,08-11-76,Computer Systems Analyst II,,Affluent Customer,N,No,13,46
925,Nicko,Pembridge,M,42,07-08-78,Accountant IV,Manufacturing,Affluent Customer,N,No,16,44
926,Terrel,Matthisson,M,18,14-10-65,Professor,Telecommunications,Affluent Customer,N,No,10,57
927,Jarret,,M,25,19-02-66,Cost Accountant,Financial Services,Mass Customer,N,Yes,18,57
928,Porty,Clemmitt,M,61,14-05-73,Associate Professor,,High Net Worth,N,Yes,18,49
929,Kippy,Conerding,M,0,04-09-65,Database Administrator III,Financial Services,Mass Customer,N,Yes,13,57
930,Evelina,Dinan,F,86,10-11-71,Executive Secretary,Retail,Mass Customer,N,Yes,8,51
931,Katrina,Sappson,F,59,07-08-99,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1,23
932,Yoko,Dowrey,F,30,20-07-89,Graphic Designer,,Mass Customer,N,No,18,33
933,Melany,L'oiseau,F,75,19-05-96,Help Desk Operator,Retail,Mass Customer,N,Yes,5,26
934,Marcellus,Louisot,M,76,22-01-96,Human Resources Manager,Manufacturing,Mass Customer,N,No,6,27
935,Aldin,Cracker,M,76,12-09-94,Marketing Manager,,Mass Customer,N,Yes,3,28
936,Raffaello,Godleman,M,64,16-05-88,Speech Pathologist,Health,High Net Worth,N,No,3,34
937,Nikolos,McKyrrelly,M,65,15-11-85,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15,37
938,Corabelle,,F,18,06-04-96,Technical Writer,Retail,Mass Customer,N,No,7,27
939,Cristian,Theodoris,M,53,10-01-61,Product Engineer,Manufacturing,Mass Customer,N,No,6,62
940,Marnia,Claesens,F,3,16-06-87,Administrative Officer,Manufacturing,Mass Customer,N,No,9,35
941,Tye,Doohan,M,13,02-02-95,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1,28
942,Shirley,Brook,F,31,07-02-74,Director of Sales,Financial Services,Mass Customer,N,Yes,14,49
943,Holly,Gamett,M,94,17-09-79,Legal Assistant,Property,Affluent Customer,N,Yes,15,43
944,Anderea,Dallewater,F,53,12-01-76,,Manufacturing,Mass Customer,N,No,15,47
945,Hebert,Bernocchi,M,59,26-08-98,Human Resources Manager,,High Net Worth,N,Yes,1,24
946,Bettina,Farrer,F,16,17-07-61,Research Associate,Manufacturing,High Net Worth,N,No,12,61
947,Hyacinth,Naldrett,F,43,10-03-86,Pharmacist,Health,Mass Customer,N,No,10,37
948,Yardley,Argo,M,19,09-08-69,Recruiting Manager,,Affluent Customer,N,No,10,53
949,Jarid,Grebner,M,18,07-09-75,Executive Secretary,Health,Mass Customer,N,Yes,3,47
951,Meryl,Dumbar,M,44,29-09-99,Assistant Media Planner,Entertainment,Mass Customer,N,No,1,23
952,Marina,Andresen,F,34,13-06-71,VP Sales,Financial Services,Affluent Customer,N,Yes,6,51
953,Jasmin,Brodeur,F,16,23-05-79,,,Mass Customer,N,No,7,43
954,Alain,Immins,M,76,28-02-95,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7,28
955,Teresina,Gibbie,F,78,01-10-89,Research Nurse,Health,Mass Customer,N,Yes,9,33
956,Ezechiel,Pettecrew,M,19,26-09-60,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9,62
957,Jamima,Gannan,F,80,20-08-94,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7,28
958,Kristofor,Saulter,M,15,14-01-64,Biostatistician IV,Health,High Net Worth,N,No,18,59
959,Katharina,Jennins,F,3,26-10-86,Staff Scientist,,Affluent Customer,N,Yes,21,36
960,Lannie,Crumley,M,1,10-10-68,GIS Technical Architect,Health,Mass Customer,N,Yes,12,54
961,Rosamund,Shelton,F,73,10-08-86,Assistant Manager,Financial Services,Mass Customer,N,No,6,36
962,Granger,Tuftin,M,49,07-09-77,VP Product Management,,High Net Worth,N,Yes,17,45
963,Valery,Haresign,F,56,28-07-68,Budget/Accounting Analyst I,,High Net Worth,N,Yes,16,54
964,Rhetta,Grellier,F,35,24-01-94,Assistant Professor,Financial Services,High Net Worth,N,No,6,29
965,Meggie,Whitchurch,F,86,18-06-97,Structural Engineer,Retail,High Net Worth,N,Yes,5,25
966,Krystyna,Linning,F,70,05-11-78,Speech Pathologist,Retail,High Net Worth,N,Yes,5,44
967,April,Causon,F,44,04-10-99,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1,23
968,Wayne,Woodfin,M,96,16-06-55,Accountant IV,IT,High Net Worth,N,Yes,16,67
969,Jo,Mallinar,F,20,19-09-78,Health Coach IV,Health,High Net Worth,N,Yes,18,44
970,Kellyann,Hawton,F,2,26-06-80,VP Accounting,Financial Services,High Net Worth,N,Yes,14,42
971,Sarge,Lerohan,M,11,25-10-88,Geologist I,Manufacturing,High Net Worth,N,No,22,34
972,Dena,Crewdson,F,81,23-07-81,Project Manager,Retail,Mass Customer,N,Yes,10,41
973,Annabella,Hebron,F,46,02-08-79,Data Coordiator,Health,High Net Worth,N,No,15,43
974,Mellicent,Dollin,F,92,07-06-91,Administrative Assistant IV,,Mass Customer,N,Yes,4,31
976,Andonis,Slimmon,M,10,21-10-71,Graphic Designer,Financial Services,Affluent Customer,N,No,10,51
977,Olga,Dyke,F,65,30-11-59,Staff Accountant III,,High Net Worth,N,Yes,13,63
978,Erena,Escalero,F,40,31-01-82,Nurse Practicioner,,High Net Worth,N,No,15,41
979,Kayla,Falkingham,F,42,25-12-59,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12,63
980,Max,Gronaver,F,19,23-01-78,Registered Nurse,Health,Mass Customer,N,No,8,45
981,Bud,Smittoune,M,0,19-02-73,,Retail,Mass Customer,N,No,11,50
982,Tibold,Bonwell,M,14,12-02-60,Geologist III,Health,High Net Worth,N,Yes,6,63
984,Luciano,Weddup,M,89,25-03-54,Programmer I,Manufacturing,Affluent Customer,N,No,16,69
985,Aryn,O'Halloran,F,29,30-09-70,Help Desk Operator,Retail,High Net Worth,N,No,15,52
986,Barnard,Stranks,M,3,05-10-94,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8,28
987,Lars,Keher,M,89,29-08-74,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11,48
988,Andree,Simonato,F,35,15-01-81,Director of Sales,Manufacturing,High Net Worth,N,No,7,42
989,Caralie,Morfett,F,43,24-05-82,Project Manager,Financial Services,Mass Customer,N,No,17,40
990,Melissa,Purple,F,56,13-04-76,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14,47
991,Lenna,Coales,F,11,29-11-91,Financial Analyst,Financial Services,Mass Customer,N,Yes,10,31
992,Cordelia,Hawkeswood,F,6,25-11-58,,Property,Mass Customer,N,Yes,8,64
993,Reine,Semken,F,71,18-02-77,Account Coordinator,Argiculture,High Net Worth,N,No,17,46
994,Rhetta,Kupker,F,62,14-11-77,Librarian,Entertainment,Affluent Customer,N,Yes,5,45
995,Urbano,Mews,M,16,12-11-65,Information Systems Manager,Health,Mass Customer,N,Yes,19,57
997,Ambros,Kernes,M,30,03-07-81,Teacher,Telecommunications,Mass Customer,N,Yes,13,41
998,Petunia,Dufton,F,66,13-12-65,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5,57
999,Dido,Leyburn,F,12,10-04-88,Recruiting Manager,,High Net Worth,N,No,4,35
1000,Paulie,Castelot,F,44,07-08-78,Compensation Analyst,Financial Services,Mass Customer,N,No,11,44
1001,Finley,Vost,M,63,27-08-79,Recruiter,Retail,Mass Customer,N,No,14,43
1002,Pacorro,De Clairmont,M,65,30-08-78,Business Systems Development Analyst,,Mass Customer,N,Yes,18,44
1003,Mariann,O'Geaney,F,35,03-02-68,Paralegal,Financial Services,High Net Worth,N,No,18,55
1004,Colas,Pumfrett,M,35,09-07-75,Business Systems Development Analyst,IT,High Net Worth,N,No,22,47
1005,Kalila,Birtwistle,F,94,15-09-67,Design Engineer,IT,High Net Worth,N,Yes,8,55
1006,Norbert,Gotcher,M,15,10-08-77,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19,45
1007,Cord,Warriner,M,58,08-06-96,,Retail,Mass Customer,N,No,5,26
1008,Lorry,Booley,F,47,10-11-75,Teacher,,Mass Customer,N,No,21,47
1009,Nolie,Orring,F,16,09-05-57,Research Associate,Manufacturing,High Net Worth,N,Yes,13,65
1010,Leighton,Ebbles,M,24,26-01-63,Nurse,Financial Services,Affluent Customer,N,No,17,60
1011,Cymbre,Janos,F,42,19-07-85,Occupational Therapist,Health,High Net Worth,N,Yes,10,37
1012,Anna-diane,Preddle,F,20,20-05-55,Software Test Engineer III,,High Net Worth,N,Yes,11,67
1013,Corissa,Zienkiewicz,F,53,06-09-76,Physical Therapy Assistant,Retail,High Net Worth,N,No,17,46
1014,Miller,Faloon,M,60,14-10-60,Senior Developer,Property,Mass Customer,N,Yes,8,62
1015,Toiboid,Sorrel,M,7,01-04-55,Web Developer I,Health,Mass Customer,N,No,17,68
1016,Adrian,Prettyjohns,M,0,12-08-59,Legal Assistant,IT,Mass Customer,N,Yes,17,63
1017,Jacquenette,Pluthero,F,88,09-01-79,Assistant Media Planner,Entertainment,High Net Worth,N,No,16,44
1018,Matthiew,Ferreras,M,1,27-11-94,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7,28
